"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.941324583E0,2.003982544E2,-5.512776184E1,-3.830714111E2,4.358236301E2
2.951375583E0,2.001808777E2,-5.491165161E1,-3.830308838E2,4.356607983E2
2.961426583E0,2.003334045E2,-5.493672180E1,-3.832814941E2,4.359543785E2
2.971476583E0,2.004881439E2,-5.491433716E1,-3.828062134E2,4.356049555E2
2.981527583E0,2.002936707E2,-5.501188660E1,-3.832277222E2,4.358983244E2
2.991578583E0,2.005684967E2,-5.497532654E1,-3.830194702E2,4.358370372E2
3.001629583E0,2.004971924E2,-5.499687195E1,-3.828679810E2,4.356738125E2
3.011679583E0,2.004700928E2,-5.489595032E1,-3.830957031E2,4.358487596E2
3.021730583E0,2.005940247E2,-5.501777649E1,-3.827473755E2,4.356150501E2
3.031781583E0,2.004543915E2,-5.488133240E1,-3.831038208E2,4.358468323E2
3.041831583E0,2.005454407E2,-5.501530457E1,-3.832565918E2,4.360398751E2
3.051882583E0,2.005081177E2,-5.498307800E1,-3.828432007E2,4.356553230E2
3.061933583E0,2.003945923E2,-5.510833740E1,-3.831085205E2,4.358521079E2
3.071984583E0,2.004350281E2,-5.500747681E1,-3.827824707E2,4.355713981E2
3.082034583E0,2.004623108E2,-5.497206116E1,-3.829312134E2,4.357102016E2
3.092085583E0,2.004834747E2,-5.497775269E1,-3.830778198E2,4.358495073E2
3.102136583E0,2.003827820E2,-5.491583252E1,-3.829728394E2,4.357031141E2
3.112186583E0,2.002601013E2,-5.490351868E1,-3.831414795E2,4.357934119E2
3.122237583E0,2.003565063E2,-5.495845032E1,-3.830111084E2,4.357300426E2
3.132288583E0,2.004891663E2,-5.501243591E1,-3.832544556E2,4.360117563E2
3.142338583E0,2.004992523E2,-5.503765869E1,-3.830722046E2,4.358593902E2
3.152389583E0,2.005934906E2,-5.499740601E1,-3.828180542E2,4.356743345E2
3.162440583E0,2.005406036E2,-5.509811401E1,-3.832675171E2,4.360577089E2
3.172491583E0,2.005412750E2,-5.509588623E1,-3.830297241E2,4.358487458E2
3.182541583E0,2.005927124E2,-5.512165833E1,-3.830307007E2,4.358765320E2
3.192592583E0,2.006828613E2,-5.507048035E1,-3.831250000E2,4.359944200E2
3.202643583E0,2.007264252E2,-5.511494446E1,-3.829189148E2,4.358390186E2
3.212693583E0,2.007193146E2,-5.505474854E1,-3.830033264E2,4.359023017E2
3.222744583E0,2.006232452E2,-5.503941345E1,-3.829529114E2,4.358118354E2
3.232795583E0,2.006297913E2,-5.512490845E1,-3.832052307E2,4.360473799E2
3.242845583E0,2.005028229E2,-5.509361267E1,-3.830863953E2,4.358805735E2
3.252896583E0,2.005021820E2,-5.509902954E1,-3.830368958E2,4.358374600E2
3.262947583E0,2.004965668E2,-5.510925293E1,-3.835413513E2,4.362795792E2
